# attribute, value, displayName, owner, requestable, SOXRelevant,Privileged,Exclude,en_US
# application=MICROSOFT TEAM FOUNDATION SERVER,,,,,,,,
memberOf,"CN=rl.app.tfs.ADN.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.ADN.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.ADO.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.ADO.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.AE.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.AE.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=RL.APP.TFS.AEM.LEADDEV,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code RL.APP.TFS.AEM.LEADDEV,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.AER.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.AER.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.AGV.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.AGV.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=RL.APP.TFS.AJ.LEADDEV,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code RL.APP.TFS.AJ.LEADDEV,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.ALB.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.ALB.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.AMR.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.AMR.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.APG.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.APG.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.APP.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.APP.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.AQ.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.AQ.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.AQC.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.AQC.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.AT.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.AT.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.ATF.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.ATF.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.ATM.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.ATM.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.ATN.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.ATN.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.AWS.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.AWS.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.BA.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.BA.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.BDO.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.BDO.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=RL.APP.TFS.BGD.LEADDEV,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code RL.APP.TFS.BGD.LEADDEV,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.BLT.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.BLT.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.BLU.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.BLU.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=RL.APP.TFS.BP.LEADDEV,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code RL.APP.TFS.BP.LEADDEV,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.BPR.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.BPR.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=RL.APP.TFS.BTS.LEADDEV,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code RL.APP.TFS.BTS.LEADDEV,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=RL.App.TFS.BUS.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code RL.App.TFS.BUS.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=RL.APP.TFS.BXX.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code RL.APP.TFS.BXX.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.BZ.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.BZ.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CAR.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CAR.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CBD.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CBD.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CCB.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CCB.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CCL.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CCL.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CCN.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CCN.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CDF.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CDF.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CDK.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CDK.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CDO.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CDO.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=RL.APP.TFS.CFS.LEADDEV,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code RL.APP.TFS.CFS.LEADDEV,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CIC.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CIC.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CLA.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CLA.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CLB.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CLB.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CLO.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CLO.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CLP.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CLP.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CLQ.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CLQ.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CLR.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CLR.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CLU.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CLU.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CLY.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CLY.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CLZ.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CLZ.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CM3.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CM3.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=RL.APP.TFS.CMA.LEADDEV,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code RL.APP.TFS.CMA.LEADDEV,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CMT.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CMT.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=RL.APP.TFS.CNG.LEADDEV,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code RL.APP.TFS.CNG.LEADDEV,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CO3.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CO3.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.COD.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.COD.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.cor.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.cor.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=RL.APP.TFS.CPB.LEADDEV,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code RL.APP.TFS.CPB.LEADDEV,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CPT.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CPT.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=RL.APP.TFS.CPW.LEADDEV,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code RL.APP.TFS.CPW.LEADDEV,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CRF.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CRF.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CSI.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CSI.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CTD.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CTD.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=RL.App.TFS.CUE.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code RL.App.TFS.CUE.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CUP.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CUP.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.CVA.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.CVA.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.DAA.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.DAA.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=RL.APP.TFS.DAI.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code RL.APP.TFS.DAI.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.dc.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.dc.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.DCG.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.DCG.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.DCX.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.DCX.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=RL.APP.TFS.DDT.LEADDEV,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code RL.APP.TFS.DDT.LEADDEV,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.DFC.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.DFC.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.DFD.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.DFD.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.DPP.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.DPP.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.DRE.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.DRE.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.DRI.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.DRI.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.DRM.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.DRM.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.DRT.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.DRT.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.DYT.LeadDev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.DYT.LeadDev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
memberOf,"CN=rl.app.tfs.EBO.leaddev,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.tfs.EBO.leaddev,A8GC9,TRUE,FALSE,FALSE,FALSE,Application Lead Developer Manage all merging and branching.
